;Materialnummer;Kategorie;Unterkategorie;Boxnumenummer;Name;Anzahl;Annmerkung
;241;Textile Werkstoffe;Faserverbundstoffe;TW-FV-005;Filz ;5;241-1/5 Musterkarten
;254;Textile Werkstoffe;Faserverbundstoffe;TW-GW-006;Walkfilz;3;254-1/3 Mustermappe
;242;Textile Werkstoffe;Gewebe;TW-GW-006;Flor- Gewebe;1;242-1 Musterstück (100% Mohair)
;249;Textile Werkstoffe;Gewebe;TW-GW-006 (neben);Papierschnurgewebe;1;249-1 Mustermappe
;255;Textile Werkstoffe;Gewebe;TW-GW-006;Samt;2;255-1 Musterstück braun
;255;Textile Werkstoffe;Gewebe;TW-GW-006;Samt;;255-2 Musterfächer (80% Baumwolle 10% Modal 10% Polyester)
;257;Textile Werkstoffe;Gewebe;TW-GW-007;Denim;1;257-1 Hanf- Denim Mustermappe
;258;Textile Werkstoffe;Gewebe;TW-GW-007;Batist;1;258-1 Musterstück (100% Baumwolle)
;259;Textile Werkstoffe;Gewebe;TW-GW-007;Satin;1;259-1 Musterstück (100% Baumwolle)
;260;Textile Werkstoffe;Gewebe;TW-GW-007;Flanell;2;260-1 Musterstück Elefantenmuster (100% Baumwolle)
;260;Textile Werkstoffe;Gewebe;TW-GW-007;Flanell;;260-2 Musterstück Füchsemuster (100% Baumwolle)
;261;Textile Werkstoffe;Gewebe;TW-GW-007;Feincord;1;261-1 Musterstück (100% Baumwolle)
;262;Textile Werkstoffe;Gewebe;TW-GW-007;Vlies;1;262-1 Musterstück (100% Baumwolle)
;263;Textile Werkstoffe;Gewebe;TW-GW-007;Popeline;1;263-1 Musterstück (100% Baumwolle)
;264;Textile Werkstoffe;Gewebe;TW-GW-007;Baumwoll-Stoff;2;264-1 Musterstück Sand
;264;Textile Werkstoffe;Gewebe;TW-GW-007;Baumwoll-Stoff;;264-5 Musterstück Kalkstein
;265;Textile Werkstoffe;Gewebe;TW-GW-007;Perkal;1;265-1 Musterstück (100% Baumwolle)
;266;Textile Werkstoffe;Gewebe;TW-GW-007;Molton;2;266-1 Musterstück Molton extra dick (100% Baumwolle)
;266;Textile Werkstoffe;Gewebe;TW-GW-007;Molton;;266-2 Musterstück Doppel-Molton mit Nässeschutz (100% Baumwolle)
;268;Textile Werkstoffe;Gewebe;TW-GW-007;Canvas;1;268-1 Musterstück (100% Baumwolle)
;269;Textile Werkstoffe;Gewebe;TW-GW-007;Sweat;4;269-1 Musterstück (100% Baumwolle)
;269;Textile Werkstoffe;Gewebe;TW-GW-007;Sweat;;269-2 Sweatshirt- Stoff
;269;Textile Werkstoffe;Gewebe;TW-GW-007;Sweat;;269-3 Mustermappe Sommersweat
;269;Textile Werkstoffe;Gewebe;TW-GW-007;Sweat;;269-4 Mustermappe Samtsweat
;270;Textile Werkstoffe;Gewebe;TW-GW-007;Mullwindelgewebe;1;270-1 Musterstück (100% Baumwolle)
;271;Textile Werkstoffe;Gewebe;TW-GW-008;Harris- Tweed;1;271-1 Mustermappe (100% schottische Schurwolle)
;272;Textile Werkstoffe;Gewebe;TW-GW-008;Bourette- Seide;1;272-1 Mustermappe Natur
;273;Textile Werkstoffe;Gewebe;TW-GW-008;Woll- Etamin;1;273-1 Mustermappe (100% Baumwolle)
;274;Textile Werkstoffe;Gewebe;TW-GW-008;Schurwollstoffe;2;274-1 Musterstück
;274;Textile Werkstoffe;Gewebe;TW-GW-008;Schurwollstoffe;;274-2 Mustermappe
;275;Textile Werkstoffe;Gewebe;TW-GW-008;Dupionseid;1;275-1 Mustermappe farbig
;276;Textile Werkstoffe;Gewebe;TW-GW-008;Seiden- Chiffon;1;276-1 Mustermappe farbig
;277;Textile Werkstoffe;Gewebe;TW-GW-008;Wildseide;1;277-1 Mustermappe
;278;Textile Werkstoffe;Gewebe;TW-GW-008;Leinengewebe;4;278-1 Mustermappe natur
;278;Textile Werkstoffe;Gewebe;TW-GW-008;Leinengewebe;;278-2  Mustermappe farbig
;278;Textile Werkstoffe;Gewebe;TW-GW-008;Leinengewebe;;278-3 Mustermappe weiss
;278;Textile Werkstoffe;Gewebe;TW-GW-008;Leinengewebe;;278-4 Mustermappe Feinleinen farbig
;279;Textile Werkstoffe;Gewebe;TW-GW-009;Bestickte Leinen- & Baumwollstoffe;1;279-1 Mustermappe
;282;Textile Werkstoffe;Gewebe;TW-GW-009;Ramie;1;282-1 Mustermappe Ramiefaserstoffe
;283;Textile Werkstoffe;Gewebe;TW-GW-009;Hanf;1;283-1 Mustermappe Hanffaserstoffe
;286;Textile Werkstoffe;Gewebe;TW-GW-009;Kalamkari Blumendruck;1;286-1 Mustermappe
;287;Textile Werkstoffe;Gewebe;TW-GW-009;Bezugsstoffe;1;287-1 Mustermappe
;288;Textile Werkstoffe;Gewebe;TW-GW-009;Baumwollgewebe;1;288-1 Mustermappe
;288;Textile Werkstoffe;Gewebe;TW-GW-009;Baumwollgewebe;;288-2 Canvas 360 bedruckt mit Oberflächenbeschichtung
;289;Textile Werkstoffe;Gewebe;TW-GW-009;Cutwork- Stoffe;1;289-1 Musterkarte (100% Baumwolle)
;290;Textile Werkstoffe;Gewebe;TW-GW-009;Crepe- Satin;1;290-1 Mustermappe
;291;Textile Werkstoffe;Gewebe;TW-GW-009;Futterseide;1;291-1 Mustermappe farbig
;292;Textile Werkstoffe;Gewebe;TW-GW-009;Brennnesselstoff;1;292-1 Musterkarte
;294;Textile Werkstoffe;Gewebe;TW-GW-010;Wolle- Seide Boucles;1;294-1 Musterkarte
;323;Textile Werkstoffe;Gewebe;TW-TE-017;Schwarze Seide;1;323-1 Mustermappe
;324;Textile Werkstoffe;Gewebe;TW-TE-017;Seidenmischgewebe;1;324-1 Mustermappe
;325;Textile Werkstoffe;Gewebe;TW-TE-017;Weisse Seide;1;325-1 Mustermappe
;372;Textile Werkstoffe;Gewebe;TW-MW-018;Polyestergewebe;1;372-1 Lighttex SE
;298;Textile Werkstoffe;Gewebe- Funktionsstoffe;TW-GW-010;Aluminiumbedampfte Gewebe;1;298-1 Musttermappe
;298;Textile Werkstoffe;Gewebe- Funktionsstoffe;TW-GW-010;Acrylatbeschichtetes Gewebe;X;298-1 Musttermappe
;298;Textile Werkstoffe;Gewebe- Funktionsstoffe;TW-GW-010;Perlmutt- Acrylatbeschichtetes Gewebe;X;298-1 Musttermappe
;300;Textile Werkstoffe;Gewebe- Funktionsstoffe;TW-GW-011 (darauf);Akustikstoffe;1;300-1 Mustermappe
;301;Textile Werkstoffe;Gewebe- Funktionsstoffe;TW-GW-011;Trevia CS (schwer entflammbar);23;301-1 Mustermappe (vers. Transparentgrade)
;301;Textile Werkstoffe;Gewebe- Funktionsstoffe;TW-GW-011;Trevia CS (schwer entflammbar);;301-2 Mustermappe (Antimikrobielle Stoff)
;301;Textile Werkstoffe;Gewebe- Funktionsstoffe;TW-GW-011;Trevia CS (schwer entflammbar);;301-3/8 Musterstücke
;301;Textile Werkstoffe;Gewebe- Funktionsstoffe;TW-GW-011;Trevia CS (schwer entflammbar);;301-9 Mustermappe Deliflamm
;301;Textile Werkstoffe;Gewebe- Funktionsstoffe;TW-GW-011;Trevia CS (schwer entflammbar);;301-10 Mustermappe Gardinen
;301;Textile Werkstoffe;Gewebe- Funktionsstoffe;TW-GW-011;Trevia CS (schwer entflammbar);;301-11 Mustermappe Step & Step melange
;301;Textile Werkstoffe;Gewebe- Funktionsstoffe;TW-GW-011;Trevia CS (schwer entflammbar);;301-12 Mustermappe Bezugsstoffe JAB
;301;Textile Werkstoffe;Gewebe- Funktionsstoffe;TW-GW-011;Trevia CS (schwer entflammbar);;301-13 Mustermappe Möbelstoffe Tisca
;301;Textile Werkstoffe;Gewebe- Funktionsstoffe;TW-GW-011;Trevia CS (schwer entflammbar);;301-14 Mustermappe Dedra(Vorhang) JAB
;301;Textile Werkstoffe;Gewebe- Funktionsstoffe;TW-GW-012;Trevia CS (schwer entflammbar);;301-15 Mustermappe Bezugsstoffe Tisca
;301;Textile Werkstoffe;Gewebe- Funktionsstoffe;TW-GW-012;Trevia CS (schwer entflammbar);;301-16/20 Mustermappe spez. Druck
;301;Textile Werkstoffe;Gewebe- Funktionsstoffe;TW-GW-013;Trevia CS (schwer entflammbar);;301-21 creation Baumann
;301;Textile Werkstoffe;Gewebe- Funktionsstoffe;TW-GW-013(daneben);Trevia CS (schwer entflammbar);;301-22 Mustermappe drapilux
;301;Textile Werkstoffe;Gewebe- Funktionsstoffe;TW-GW-013;Trevia CS (schwer entflammbar);;301-23 Musterstück Matrix (Möbelstoff)
;304;Textile Werkstoffe;Gewebe- Funktionsstoffe;TW-GW-013;Polsterstoffe;1;304-1 Musterfächer
;305;Textile Werkstoffe;Gewebe- Funktionsstoffe;TW-GW-013;Metallbeschichtete Polymergewebe (Kupfer & Zinn);1;305-1 Musterordner
;318;Textile Werkstoffe;Gewebe- Funktionsstoffe;TW-MW-011;Verdunklungsstoffe;2;318-1 Mustermappe
;318;Textile Werkstoffe;Gewebe- Funktionsstoffe;TW-MW-011;Verdunklungsstoffe;;318-2 Musterstück
;293;Textile Werkstoffe;Maschenware;TW-GW-010;Seidenjersey;3;293-1/3 Musterkarte farbig
;295;Textile Werkstoffe;Maschenware;TW-GW-010;Walkstrickstoffe;4;295-1/4 Mustermappe
;306;Textile Werkstoffe;Maschenware;TW-GW-013;Nicki;1;306-1 Musterstück (100% Baumwolle)
;307;Textile Werkstoffe;Maschenware;TW-GW-013;Plüsch;3;307-1 Teddy- Plüsch
;307;Textile Werkstoffe;Maschenware;TW-GW-013;Plüsch;;307-2 Schurwoll- Plüsch
;307;Textile Werkstoffe;Maschenware;TW-GW-013;Plüsch;;307-3 Musterkarte
;308;Textile Werkstoffe;Maschenware;TW-MW-014;Jerseystoffe;1;308-1 Mustermappe
;309;Textile Werkstoffe;Maschenware;TW-MW-014;Musterfleece;1;309-1 Mustermappe
;310;Textile Werkstoffe;Maschenware;TW-MW-014;Jaquards;2;310-1 Mustermappe
;310;Textile Werkstoffe;Maschenware;TW-MW-014;Jaquards;;310-2 Jaquards & Strukturgewebe (Leinen & Halbleinen)
;311;Textile Werkstoffe;Maschenware;TW-MW-014;Seidenstrickstoffe;1;311-1 Mustermappe
;313;Textile Werkstoffe;Maschenware;TW-MW-014;Singlejersey;1;313-1 Mustermappe (96% Baumwolle 4% Elastan)
;315;Textile Werkstoffe;Maschenware;TW-MW-014;Interlockjersey;1;315-1 Musterkarte (100% Baumwolle)
;316;Textile Werkstoffe;Maschenware;TW-MW-014;Merinojersey;1;316-1 Musterkarte
;317;Textile Werkstoffe;Maschenware;TW-MW-014;Jamavar- Stoff;1;317-1 Musterkarte
;326;Textile Werkstoffe;Maschenware;TW-TE-017;Strickstoffe aus Baumwolle;1;326-1 Mustermappe
;371;Textile Werkstoffe;Maschenware;TW-MW-018;Polyestergewirke;;371-1 Multiflag 
;371;Textile Werkstoffe;Maschenware;TW-MW-018;Polyestergewirke;;371-2 Varioflag A SE
;371;Textile Werkstoffe;Maschenware;TW-MW-018;Polyestergewirke;;371-3 Dekoflag H
;371;Textile Werkstoffe;Maschenware;TW-MW-018;Polyestergewirke;;371-4 Multisol L
;371;Textile Werkstoffe;Maschenware;TW-MW-018;Polyestergewirke;;371-5 Multisol D 240 SE 
;233;Textile Werkstoffe;Teppich;TW-TE-001;Textilboden mit Nylonfasern (Flotex);6;233-1/6 Musterstücke
;319;Textile Werkstoffe;Teppich;TW-TE-015;Schlingen-/Schnittflorteppich;1;319-1 Musterstück
;320;Textile Werkstoffe;Teppich;TW-TE-015;Schlingenflorteppich;3;320-1 Musterstück
;320;Textile Werkstoffe;Teppich;TW-TE-015;Schlingenflorteppich;;320-2 Mustermappe
;320;Textile Werkstoffe;Teppich;TW-TE-015;Schlingenflorteppich;;320-3 Mustermappe
;321;Textile Werkstoffe;Teppich;TW-TE-015;Schnittflorteppich;10;321-1 Musterstück grün
;321;Textile Werkstoffe;Teppich;TW-TE-015;Schnittflorteppich;;321-2 Musterstück braun
;321;Textile Werkstoffe;Teppich;TW-TE-015;Schnittflorteppich;;321-3 Mustermappe
;321;Textile Werkstoffe;Teppich;TW-TE-016;Schnittflorteppich;;321-4/9 Musterstücke
;321;Textile Werkstoffe;Teppich;TW-TE-016(neben);Schnittflorteppich;;321-10 Teppichmustermappe
;373;Textile Werkstoffe;Teppich;TW-TE-019;Sensorboden aus Polyestervlies;4;373-1/3 Musterstück
;373;Textile Werkstoffe;Teppich;TW-TE-019;Sensorboden aus Polyestervlies;;373-4 Infomaterial
;360;Tierische Werkstoffe;Sonstige;TI-X-005;Musterfächer;1;360-1 Musterfächer
;361;Tierische Werkstoffe;Sonstige;TI-X-005;Musterfächer;1;361-1 Musterfächer
;362;Tierische Werkstoffe;Sonstige;TI-X-005;Musterfächer;1;362-1 Musterfächer
;327;Tierische Werkstoffe;X;TI-X-001;Lederfaserstoff;2;327-1/2 Musterstücke
;328;Tierische Werkstoffe;X;TI-X-001;Rindkernleder;2;328-1/2 Musterstücke
;329;Tierische Werkstoffe;X;TI-X-001;Anilin- Leder;4;338-1/4 Musterstücke
;330;Tierische Werkstoffe;X;TI-X-002;Nappa-Leder;8;330-1/2 Musterfächer
;330;Tierische Werkstoffe;X;TI-X-002;Nappa-Leder;;330-3 Musterfächer
;330;Tierische Werkstoffe;X;TI-X-002;Nappa-Leder;;330-4 Musterstück groß
;330;Tierische Werkstoffe;X;TI-X-002;Nappa-Leder;;330-5 Musterfächer
;330;Tierische Werkstoffe;X;TI-X-002;Nappa-Leder;;330-6 Musterkarte
;330;Tierische Werkstoffe;X;TI-X-002;Nappa-Leder;;330-7/8 Mustermappe 
;331;Tierische Werkstoffe;X;TI-X-003;Nubuk (nubukiertes Rindleder);2;331-1 Musterfächer
;331;Tierische Werkstoffe;X;TI-X-003;Nubuk (nubukiertes Rindleder);;331-2 Jumbo Nubuk
;332;Tierische Werkstoffe;X;TI-X-004;Unbehandelte Schafswolle;1;332-1 Tütchen mit Wollkügelchen
;333;Tierische Werkstoffe;X;TI-X-003;Palmalin- Leder;7;333-1/7 Musterstück
;334;Tierische Werkstoffe;X;TI-X-003;Blankleder;1;334-1 Schnur aus Blankleder
;335;Tierische Werkstoffe;X;TI-X-004;Rosshaar;1;335-1 
;336;Tierische Werkstoffe;X;TI-X-004;Schafwolle;2;336-1/2 Dämmplatte aus Schafwolle
;390;Tierische Werkstoffe;X;TI-X-006;Feder;10;390-1 Truthahnfeder
;390;Tierische Werkstoffe;X;TI-X-006;Feder;;390-2 Truthahnfeder Schwanz
;390;Tierische Werkstoffe;X;TI-X-006;Feder;;390-3 Gänsekiel Schreibfeder
;390;Tierische Werkstoffe;X;TI-X-006;Feder;;390-4 Gänsefeder zweifarbig
;390;Tierische Werkstoffe;X;TI-X-006;Feder;;390-5 Fasanenfeder weiblich
;390;Tierische Werkstoffe;X;TI-X-006;Feder;;390-6 Silberfasanfeder
;390;Tierische Werkstoffe;X;TI-X-006;Feder;;390-7 Feldfasan naturgestreift
;390;Tierische Werkstoffe;X;TI-X-006;Feder;;390-8 Gänsefeder zweifarbig
;390;Tierische Werkstoffe;X;TI-X-006;Feder;;390-9 Truthahnfeder naturgestreift
;390;Tierische Werkstoffe;X;TI-X-006;Feder;;390-10 Truthahnfeder naturschwarz
;391;Tierische Werkstoffe;X;TI-X-006;Horn;;391-1 Hornrolle Wasserbüffel
;391;Tierische Werkstoffe;X;TI-X-006;Horn;;391-2 Büffelhorn  Ganze Hornspitze
;391;Tierische Werkstoffe;X;TI-X-006;Horn;;391-3 Hornplatte hell Wasserbüffel
;391;Tierische Werkstoffe;X;TI-X-006;Horn;;391-4 Hornplatte dunkel Wassserbüffel
;337;Wachs;X;WA-X-001;Carnaubawachs;1;337-1 Tüte
;338;Wachs;X;WA-X-001;Candelillwachs;1;338-1 Tüte
;339;Wachs;X;WA-X-001;Sonnenblumensamenwachs;1;339-1 Tüte
;340;Wachs;X;WA-X-001;Beerenwachs;1;340-1 Lippenpflegestift
;343;Wachs;X;WA-X-002;Fischer- Tropsch- Wachs;1;343-1 Deurex T39 (Deurex T39)
;345;Wachs;X;WA-X-002;Zuckerrohrwachs;4;345-1 Natürliche paraffinfrei (Deurex Bit)
;345;Wachs;X;WA-X-001;Zuckerrohrwachs;;345-2 Brocken (Deurex x52)
;345;Wachs;X;WA-X-001;Zuckerrohrwachs;;345-3 Rohwachs aus Zuckerrohr Brocken (Deurex x50)
;345;Wachs;X;WA-X-002;Zuckerrohrwachs;;345-4 Hybridwachs aus Zuckerrohr & Polyethylenwachs (Deurex H83G)
;345;Wachs;X;WA-X-002;Zuckerrohrwachs;;345-5 Rohwachs aus Zuckerrohr Pulver (Deurex 50P)
;347;Wachs;X;WA-X-003;Polyehtylenwachs;7;347-1 Unpolare hart (Deurex E09)
;347;Wachs;X;WA-X-003;Polyehtylenwachs;;347-2 Ölbindemittel aus Polyethylenwachs (Deurex Pure)
;347;Wachs;X;WA-X-003;Polyehtylenwachs;;347-3 Unpolar (Deurex E11F)
;347;Wachs;X;WA-X-003;Polyehtylenwachs;;347-4 Polar oxidiert (Deurex EO40)
;347;Wachs;X;WA-X-003;Polyehtylenwachs;;347-5 unpolar (Deurex E11K)
;347;Wachs;X;WA-X-003;Polyehtylenwachs;;347-6 Coplymeres Polyethylenvinylacetatwachs (Deurex EV03)
;347;Wachs;X;WA-X-003;Polyehtylenwachs;;347-7 Unpolar (Deurex E11G)
;349;Wachs;X;WA-X-002;Polypropylenwachs;1;349-1 (Deurex P36)
;352;Wachs;X;WA-X-004;Polyvinyletherwachs;1;352-1 (Deurex V2)
;355;Wachs;X;WA-X-004;Ethylen-Bis-Stearamid-Wachs (EBS);1;355-1 (Deurex A20)
;357;Wachs;X;WA-X-001;Bienenwachs;1;357-1 Bienenwachs- Pastillen
;;;;;;;
;;;;;;;
;51;;;;;;
;52;;;;;;
;54;;;;;;
;108;;;;;;
;109;;;;;;
;110;;;;;;
;123;;;;;;
;124;;;;;;
;126;;;;;;
;129;;;;;;
;144;;;;;;
;161;;;;;;
;162;;;;;;
;165;;;;;;
;167;;;;;;
;168;;;;;;
;169;;;;;;
;172;;;;;;
;173;;;;;;
;175;;;;;;
;185;;;;;;
;187;;;;;;
;231;;;;;;
;232;;;;;;
;235;;;;;;
;238;;;;;;
;239;;;;;;
;240;;;;;;
;243;;;;;;
;244;;;;;;
;245;;;;;;
;246;;;;;;
;247;;;;;;
;248;;;;;;
;250;;;;;;
;251;;;;;;
 ;252;;;;;;
;253;;;;;;
;256;;;;;;
;267;;;;;;
;280;;;;;;
;281;;;;;;
;284;;;;;;
;285;;;;;;
;296;;;;;;
;297;;;;;;
;299;;;;;;
;302;;;;;;
;303;;;;;;
;312;;;;;;
;314;;;;;;
;322;;;;;;
;341;;;;;;
;342;;;;;;
;344;;;;;;
;346;;;;;;
;348;;;;;;
;350;;;;;;
;351;;;;;;
;353;;;;;;
;354;;;;;;
;356;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
